,ID,project,lab,composite,dataType,view,cell,treatment,antibody,control,dataVersion,dccAccession,controlId,quality,tableName,type,md5sum,size
170,wgEncodeAwgTfbsHaibHepg2Atf3V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,ATF3,,ENCODEMar2012Freeze,wgEncodeEH001568,SL1781,good,wgEncodeAwgTfbsHaibHepg2Atf3V0416101UniPk,narrowPeak,47f5c37843d8036138b84d95696c830c,82K
171,wgEncodeAwgTfbsHaibHepg2Bhlhe40V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,BHLHE40,,ENCODEMar2012Freeze,wgEncodeEH001515,SL593,good,wgEncodeAwgTfbsHaibHepg2Bhlhe40V0416101UniPk,narrowPeak,6cd54a7820546fb4eb7a8d8a1684287f,71K
172,wgEncodeAwgTfbsHaibHepg2Cebpbsc150V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,CEBPB_(SC-150),,ENCODEMar2012Freeze,wgEncodeEH002304,SL3976,good,wgEncodeAwgTfbsHaibHepg2Cebpbsc150V0416101UniPk,narrowPeak,98ffbb959e8f2070b54643391f2479c1,344K
173,wgEncodeAwgTfbsHaibHepg2Cebpdsc636V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,CEBPD_(SC-636),,ENCODEMar2012Freeze,wgEncodeEH002305,SL3976,good,wgEncodeAwgTfbsHaibHepg2Cebpdsc636V0416101UniPk,narrowPeak,a4c1be68a63918b95d04209db207debe,238K
174,wgEncodeAwgTfbsHaibHepg2Ctcfsc5916V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,CTCF_(SC-5916),,ENCODEMar2012Freeze,wgEncodeEH001516,SL1781,good,wgEncodeAwgTfbsHaibHepg2Ctcfsc5916V0416101UniPk,narrowPeak,d18cfa1a4bd336be6edce5a01b8f6e8f,1.2M
175,wgEncodeAwgTfbsHaibHepg2Elf1sc631V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,ELF1_(SC-631),,ENCODEMar2012Freeze,wgEncodeEH001641,SL1781,good,wgEncodeAwgTfbsHaibHepg2Elf1sc631V0416101UniPk,narrowPeak,e4e2678b08f2bdf9a799fb622aa9132d,444K
176,wgEncodeAwgTfbsHaibHepg2Fosl2V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,FOSL2,,ENCODEMar2012Freeze,wgEncodeEH001501,SL593,good,wgEncodeAwgTfbsHaibHepg2Fosl2V0416101UniPk,narrowPeak,d0f10ffddf21bbbdfc5ece27cf2cd4cc,616K
177,wgEncodeAwgTfbsHaibHepg2Foxa1sc101058V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,FOXA1_(SC-101058),,ENCODEMar2012Freeze,wgEncodeEH001630,SL1400,good,wgEncodeAwgTfbsHaibHepg2Foxa1sc101058V0416101UniPk,narrowPeak,edf66db8aa3835e32eba0d6b12ac8db3,984K
178,wgEncodeAwgTfbsHaibHepg2Foxa1sc6553V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,FOXA1_(SC-6553),,ENCODEMar2012Freeze,wgEncodeEH001594,SL1400,good,wgEncodeAwgTfbsHaibHepg2Foxa1sc6553V0416101UniPk,narrowPeak,dd63a3c7a6ffa2edecd1998afa3fa7f7,991K
179,wgEncodeAwgTfbsHaibHepg2Foxa2sc6554V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,FOXA2_(SC-6554),,ENCODEMar2012Freeze,wgEncodeEH001650,SL1781,good,wgEncodeAwgTfbsHaibHepg2Foxa2sc6554V0416101UniPk,narrowPeak,1319b9925a19b1cbc0e3037374f841eb,791K
180,wgEncodeAwgTfbsHaibHepg2GabpPcr2xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,GABP,,ENCODEMar2012Freeze,wgEncodeEH001548,SL294,good,wgEncodeAwgTfbsHaibHepg2GabpPcr2xUniPk,narrowPeak,e7701a7c2d37da33ce19de9db750c65a,204K
181,wgEncodeAwgTfbsHaibHepg2Hdac2sc6296V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,HDAC2_(SC-6296),,ENCODEMar2012Freeze,wgEncodeEH001618,SL1781,good,wgEncodeAwgTfbsHaibHepg2Hdac2sc6296V0416101UniPk,narrowPeak,7193883778bf5bfac5ccc0ac86650cc0,438K
182,wgEncodeAwgTfbsHaibHepg2Hnf4asc8987V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,HNF4A_(SC-8987),,ENCODEMar2012Freeze,wgEncodeEH001595,SL1400,good,wgEncodeAwgTfbsHaibHepg2Hnf4asc8987V0416101UniPk,narrowPeak,33e53673f02526ee2b38d5d05763585a,398K
183,wgEncodeAwgTfbsHaibHepg2Hnf4gsc6558V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,HNF4G_(SC-6558),,ENCODEMar2012Freeze,wgEncodeEH001651,SL1781,good,wgEncodeAwgTfbsHaibHepg2Hnf4gsc6558V0416101UniPk,narrowPeak,2a5d6496465166565e78e57c5085adee,443K
184,wgEncodeAwgTfbsHaibHepg2JundPcr1xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,JunD,,ENCODEMar2012Freeze,wgEncodeEH001470,SL593,good,wgEncodeAwgTfbsHaibHepg2JundPcr1xUniPk,narrowPeak,f5cee838f0bf761f590292821dc952af,408K
185,wgEncodeAwgTfbsHaibHepg2Mbd4sc271530V0422111UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,MBD4_(SC-271530),,ENCODEMar2012Freeze,wgEncodeEH002318,SL6019,caution,wgEncodeAwgTfbsHaibHepg2Mbd4sc271530V0422111UniPk,narrowPeak,1b62a3ee2140df5bc1fef42a78416008,143K
186,wgEncodeAwgTfbsHaibHepg2Mybl2sc81192V0422111UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,MYBL2_(SC-81192),,ENCODEMar2012Freeze,wgEncodeEH002344,SL6019,good,wgEncodeAwgTfbsHaibHepg2Mybl2sc81192V0422111UniPk,narrowPeak,5ff78b967ed75432996e25991be0dfbf,372K
187,wgEncodeAwgTfbsHaibHepg2Nficsc81335V0422111UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,NFIC_(SC-81335),,ENCODEMar2012Freeze,wgEncodeEH002319,SL6019,good,wgEncodeAwgTfbsHaibHepg2Nficsc81335V0422111UniPk,narrowPeak,3b77304453102512bedf75af9e851f65,390K
188,wgEncodeAwgTfbsHaibHepg2NrsfPcr2xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,NRSF,,ENCODEMar2012Freeze,wgEncodeEH001549,SL294,good,wgEncodeAwgTfbsHaibHepg2NrsfPcr2xUniPk,narrowPeak,98fef4717d98e62f79c5ef23d894bbff,150K
189,wgEncodeAwgTfbsHaibHepg2NrsfV0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,NRSF,,ENCODEMar2012Freeze,wgEncodeEH002263,SL3976,good,wgEncodeAwgTfbsHaibHepg2NrsfV0416101UniPk,narrowPeak,00fe8be729e49019059cc4fc34026b65,273K
190,wgEncodeAwgTfbsHaibHepg2P300V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,p300,,ENCODEMar2012Freeze,wgEncodeEH001612,SL1781,good,wgEncodeAwgTfbsHaibHepg2P300V0416101UniPk,narrowPeak,40c0ea8b53f7ad736dfe720b822ec412,638K
191,wgEncodeAwgTfbsHaibHepg2Pol24h8V0416102UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,Pol2-4H8,,ENCODEMar2012Freeze,wgEncodeEH002278,SL1781,good,wgEncodeAwgTfbsHaibHepg2Pol24h8V0416102UniPk,narrowPeak,168c6d62bce036920bb4f1c331f112bf,400K
192,wgEncodeAwgTfbsHaibHepg2Pol2Pcr2xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,Pol2,,ENCODEMar2012Freeze,wgEncodeEH001550,SL294,good,wgEncodeAwgTfbsHaibHepg2Pol2Pcr2xUniPk,narrowPeak,64dc952d5190551d8470d7e3735a9758,529K
193,wgEncodeAwgTfbsHaibHepg2Rad21V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,Rad21,,ENCODEMar2012Freeze,wgEncodeEH001608,SL1781,good,wgEncodeAwgTfbsHaibHepg2Rad21V0416101UniPk,narrowPeak,2ebe130b019e3510d17c6d7e165ec458,1.3M
194,wgEncodeAwgTfbsHaibHepg2RxraPcr1xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,RXRA,,ENCODEMar2012Freeze,wgEncodeEH001506,SL593,good,wgEncodeAwgTfbsHaibHepg2RxraPcr1xUniPk,narrowPeak,ba75772595fe096da67fd998426ba22c,370K
195,wgEncodeAwgTfbsHaibHepg2Sin3ak20Pcr1xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,Sin3Ak-20,,ENCODEMar2012Freeze,wgEncodeEH001471,SL593,good,wgEncodeAwgTfbsHaibHepg2Sin3ak20Pcr1xUniPk,narrowPeak,9695e8b6134e3b430342734ab41b16f1,386K
196,wgEncodeAwgTfbsHaibHepg2Sp1Pcr1xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,SP1,,ENCODEMar2012Freeze,wgEncodeEH001561,SL1400,good,wgEncodeAwgTfbsHaibHepg2Sp1Pcr1xUniPk,narrowPeak,0d09e0324a3311d6be68d968a88b9980,609K
197,wgEncodeAwgTfbsHaibHepg2Sp2V0422111UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,SP2_(SC-643),,ENCODEMar2012Freeze,wgEncodeEH002264,SL6019,caution,wgEncodeAwgTfbsHaibHepg2Sp2V0422111UniPk,narrowPeak,50ac7960160f8fbb35b34c60814e65b8,54K
198,wgEncodeAwgTfbsHaibHepg2SrfV0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,SRF,,ENCODEMar2012Freeze,wgEncodeEH001611,SL1781,good,wgEncodeAwgTfbsHaibHepg2SrfV0416101UniPk,narrowPeak,bb88e693c0fdae8713c19e300cd99278,132K
199,wgEncodeAwgTfbsHaibHepg2Taf1Pcr2xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,TAF1,,ENCODEMar2012Freeze,wgEncodeEH001551,SL294,good,wgEncodeAwgTfbsHaibHepg2Taf1Pcr2xUniPk,narrowPeak,5c419b782b10f88fc28f9a4c68b0621c,339K
200,wgEncodeAwgTfbsHaibHepg2Tcf12Pcr1xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,TCF12,,ENCODEMar2012Freeze,wgEncodeEH001544,SL1400,good,wgEncodeAwgTfbsHaibHepg2Tcf12Pcr1xUniPk,narrowPeak,df5741f5b9c79860b8843ed67973cf19,51K
201,wgEncodeAwgTfbsHaibHepg2Tead4sc101184V0422111UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,TEAD4_(SC-101184),,ENCODEMar2012Freeze,wgEncodeEH002345,SL6019,good,wgEncodeAwgTfbsHaibHepg2Tead4sc101184V0422111UniPk,narrowPeak,c51b5f1bfc627535439e53c745756c95,292K
202,wgEncodeAwgTfbsHaibHepg2Usf1Pcr1xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,USF-1,,ENCODEMar2012Freeze,wgEncodeEH001472,SL593,good,wgEncodeAwgTfbsHaibHepg2Usf1Pcr1xUniPk,narrowPeak,d107d79ed0a608f5b3a19fa11767821a,462K
203,wgEncodeAwgTfbsHaibHepg2Yy1sc281V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,YY1_(SC-281),,ENCODEMar2012Freeze,wgEncodeEH001661,SL1781,good,wgEncodeAwgTfbsHaibHepg2Yy1sc281V0416101UniPk,narrowPeak,8c2a8d7b9056f3acb1892b5ffe540ae8,372K
204,wgEncodeAwgTfbsHaibHepg2Zbtb33Pcr1xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,ZBTB33,,ENCODEMar2012Freeze,wgEncodeEH001503,SL593,good,wgEncodeAwgTfbsHaibHepg2Zbtb33Pcr1xUniPk,narrowPeak,bfb88a8139b2602167dd937b94b2afb9,76K
205,wgEncodeAwgTfbsHaibHepg2Zbtb7aV0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HepG2,None,ZBTB7A_(SC-34508),,ENCODEMar2012Freeze,wgEncodeEH002296,SL3976,good,wgEncodeAwgTfbsHaibHepg2Zbtb7aV0416101UniPk,narrowPeak,65b9a8b0fcc9ed8b864e2bff16d69009,175K
206,wgEncodeAwgTfbsHaibHuvecPol24h8V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HUVEC,None,Pol2-4H8,,ENCODEMar2012Freeze,wgEncodeEH002298,SL1106,good,wgEncodeAwgTfbsHaibHuvecPol24h8V0416101UniPk,narrowPeak,b637ead78ba66712abc5b04c8cb8abab,614K
207,wgEncodeAwgTfbsHaibHuvecPol2Pcr1xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,HUVEC,None,Pol2,,ENCODEMar2012Freeze,wgEncodeEH002297,SL1106,good,wgEncodeAwgTfbsHaibHuvecPol2Pcr1xUniPk,narrowPeak,f44ef24463753b53451a94dd1dfe1356,407K
208,wgEncodeAwgTfbsHaibK562Atf3V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,ATF3,,ENCODEMar2012Freeze,wgEncodeEH001662,SL2455,good,wgEncodeAwgTfbsHaibK562Atf3V0416101UniPk,narrowPeak,e842d3f1e7332fc738f1ab074b4039ee,305K
209,wgEncodeAwgTfbsHaibK562Bcl3Pcr1xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,BCL3,,ENCODEMar2012Freeze,wgEncodeEH001570,SL2455,good,wgEncodeAwgTfbsHaibK562Bcl3Pcr1xUniPk,narrowPeak,529cb3a32cdce14a4891e00a4e78b85e,32K
210,wgEncodeAwgTfbsHaibK562Bclaf101388Pcr1xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,BCLAF1_(SC-101388),,ENCODEMar2012Freeze,wgEncodeEH001571,SL2455,good,wgEncodeAwgTfbsHaibK562Bclaf101388Pcr1xUniPk,narrowPeak,a4631e350819983985b8f1643eb2f819,86K
211,wgEncodeAwgTfbsHaibK562Cbx3sc101004V0422111UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,CBX3_(SC-101004),,ENCODEMar2012Freeze,wgEncodeEH002383,SL6023,good,wgEncodeAwgTfbsHaibK562Cbx3sc101004V0422111UniPk,narrowPeak,1f6873fdc10a075f9bff53b88c9b8e56,456K
212,wgEncodeAwgTfbsHaibK562Cebpbsc150V0422111UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,CEBPB_(SC-150),,ENCODEMar2012Freeze,wgEncodeEH002346,SL6023,good,wgEncodeAwgTfbsHaibK562Cebpbsc150V0422111UniPk,narrowPeak,437d9c560961a5aa2375ecbab03b0e93,426K
213,wgEncodeAwgTfbsHaibK562CtcfcPcr1xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,CTCF_(SC-5916),,ENCODEMar2012Freeze,wgEncodeEH002279,SL1397,good,wgEncodeAwgTfbsHaibK562CtcfcPcr1xUniPk,narrowPeak,2979d9af43d0b551d175976e60d94648,872K
214,wgEncodeAwgTfbsHaibK562Ctcflsc98982V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,CTCFL_(SC-98982),,ENCODEMar2012Freeze,wgEncodeEH001652,SL2455,good,wgEncodeAwgTfbsHaibK562Ctcflsc98982V0416101UniPk,narrowPeak,dfaa17fc7c4a09a5e138a4f8d7033a0e,219K
215,wgEncodeAwgTfbsHaibK562E2f6V0416102UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,E2F6,,ENCODEMar2012Freeze,wgEncodeEH001598,SL1396,good,wgEncodeAwgTfbsHaibK562E2f6V0416102UniPk,narrowPeak,85cadff5211b0587d18413e73f5d1df8,485K
216,wgEncodeAwgTfbsHaibK562Egr1V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,Egr-1,,ENCODEMar2012Freeze,wgEncodeEH001646,SL2455,good,wgEncodeAwgTfbsHaibK562Egr1V0416101UniPk,narrowPeak,c5317faa05a935371b6e5d7feaab01c9,738K
217,wgEncodeAwgTfbsHaibK562Elf1sc631V0416102UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,ELF1_(SC-631),,ENCODEMar2012Freeze,wgEncodeEH001619,SL1396,good,wgEncodeAwgTfbsHaibK562Elf1sc631V0416102UniPk,narrowPeak,aed641e51b7e6e5b4f1a0f8004abd763,535K
218,wgEncodeAwgTfbsHaibK562Ets1V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,ETS1,,ENCODEMar2012Freeze,wgEncodeEH001580,SL2455,good,wgEncodeAwgTfbsHaibK562Ets1V0416101UniPk,narrowPeak,aab179295420a8610b8c4ddf2c1d2fc2,208K
219,wgEncodeAwgTfbsHaibK562Fosl1sc183V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,FOSL1_(SC-183),,ENCODEMar2012Freeze,wgEncodeEH001637,SL2455,good,wgEncodeAwgTfbsHaibK562Fosl1sc183V0416101UniPk,narrowPeak,3c1de8e926620550fcc505decfa02445,220K
220,wgEncodeAwgTfbsHaibK562GabpV0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,GABP,,ENCODEMar2012Freeze,wgEncodeEH001604,SL2455,good,wgEncodeAwgTfbsHaibK562GabpV0416101UniPk,narrowPeak,4962dba5ca0ce940a34a9f3f1803b682,284K
221,wgEncodeAwgTfbsHaibK562Gata2sc267Pcr1xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,GATA2_(SC-267),,ENCODEMar2012Freeze,wgEncodeEH001576,SL2455,good,wgEncodeAwgTfbsHaibK562Gata2sc267Pcr1xUniPk,narrowPeak,e5c8291072aebd09482d494b4005d14f,371K
222,wgEncodeAwgTfbsHaibK562Hdac2sc6296V0416102UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,HDAC2_(SC-6296),,ENCODEMar2012Freeze,wgEncodeEH001622,SL1396,good,wgEncodeAwgTfbsHaibK562Hdac2sc6296V0416102UniPk,narrowPeak,04e243baa6a1de58d7de8b9b48ff2241,126K
223,wgEncodeAwgTfbsHaibK562MaxV0416102UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,Max,,ENCODEMar2012Freeze,wgEncodeEH001605,SL1396,good,wgEncodeAwgTfbsHaibK562MaxV0416102UniPk,narrowPeak,ad10de6351cb5233b1f1e7d9bc062ac4,1.2M
224,wgEncodeAwgTfbsHaibK562Mef2aV0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,MEF2A,,ENCODEMar2012Freeze,wgEncodeEH001663,SL2455,good,wgEncodeAwgTfbsHaibK562Mef2aV0416101UniPk,narrowPeak,beb39a656aba072386cf2de5107e4753,129K
225,wgEncodeAwgTfbsHaibK562Nr2f2sc271940V0422111UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,NR2F2_(SC-271940),,ENCODEMar2012Freeze,wgEncodeEH002382,SL6023,good,wgEncodeAwgTfbsHaibK562Nr2f2sc271940V0422111UniPk,narrowPeak,cb8464d75d6e69f2893bed0b5aa99f3f,335K
226,wgEncodeAwgTfbsHaibK562NrsfV0416102UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,NRSF,,ENCODEMar2012Freeze,wgEncodeEH001638,SL2455,good,wgEncodeAwgTfbsHaibK562NrsfV0416102UniPk,narrowPeak,0d7461ba72e2918c592c681c821fbbab,305K
227,wgEncodeAwgTfbsHaibK562Pmlsc71910V0422111UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,PML_(SC-71910),,ENCODEMar2012Freeze,wgEncodeEH002320,SL6023,good,wgEncodeAwgTfbsHaibK562Pmlsc71910V0422111UniPk,narrowPeak,e564e89d3e3d3bba8688fea71a2c5f28,309K
228,wgEncodeAwgTfbsHaibK562Pol24h8V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,Pol2-4H8,,ENCODEMar2012Freeze,wgEncodeEH001581,SL2455,good,wgEncodeAwgTfbsHaibK562Pol24h8V0416101UniPk,narrowPeak,2edcfdc0446560aadd4107628391cab5,472K
229,wgEncodeAwgTfbsHaibK562Pol2V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,Pol2,,ENCODEMar2012Freeze,wgEncodeEH001633,SL2455,good,wgEncodeAwgTfbsHaibK562Pol2V0416101UniPk,narrowPeak,dec596c408f2c25be04e1e2ad3549054,521K
230,wgEncodeAwgTfbsHaibK562Pu1Pcr1xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,PU.1,,ENCODEMar2012Freeze,wgEncodeEH001482,SL518,good,wgEncodeAwgTfbsHaibK562Pu1Pcr1xUniPk,narrowPeak,573d5c3a298f14517330078e1e2559bb,539K
231,wgEncodeAwgTfbsHaibK562Rad21V0416102UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,Rad21,,ENCODEMar2012Freeze,wgEncodeEH001585,SL1396,good,wgEncodeAwgTfbsHaibK562Rad21V0416102UniPk,narrowPeak,76041c84178b9b8a4ab574d8c4995a63,734K
232,wgEncodeAwgTfbsHaibK562Sin3ak20V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,Sin3Ak-20,,ENCODEMar2012Freeze,wgEncodeEH001607,SL2455,good,wgEncodeAwgTfbsHaibK562Sin3ak20V0416101UniPk,narrowPeak,7612a53dc26ee95fd6562fab0a6bdd32,283K
233,wgEncodeAwgTfbsHaibK562Six5Pcr1xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,SIX5,,ENCODEMar2012Freeze,wgEncodeEH001483,SL518,good,wgEncodeAwgTfbsHaibK562Six5Pcr1xUniPk,narrowPeak,5711483513cbc58e35e3d45989b4a3fb,93K
234,wgEncodeAwgTfbsHaibK562Sp1Pcr1xUniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,SP1,,ENCODEMar2012Freeze,wgEncodeEH001578,SL2455,good,wgEncodeAwgTfbsHaibK562Sp1Pcr1xUniPk,narrowPeak,1598fe2f75bdca2e9d2cdccbd3ff50c2,172K
235,wgEncodeAwgTfbsHaibK562Sp2sc643V0416102UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,SP2_(SC-643),,ENCODEMar2012Freeze,wgEncodeEH001653,SL1396,good,wgEncodeAwgTfbsHaibK562Sp2sc643V0416102UniPk,narrowPeak,5cb2c515907525145d7400ae02d5cde4,77K
236,wgEncodeAwgTfbsHaibK562SrfV0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,SRF,,ENCODEMar2012Freeze,wgEncodeEH001600,SL2455,good,wgEncodeAwgTfbsHaibK562SrfV0416101UniPk,narrowPeak,90fcbd6658f71140804e6df258eb7369,93K
237,wgEncodeAwgTfbsHaibK562Stat5asc74442V0422111UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,STAT5A_(SC-74442),,ENCODEMar2012Freeze,wgEncodeEH002347,SL6023,good,wgEncodeAwgTfbsHaibK562Stat5asc74442V0422111UniPk,narrowPeak,ccda78a3a91c00f38d549341b1cc0439,217K
238,wgEncodeAwgTfbsHaibK562Taf1V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,TAF1,,ENCODEMar2012Freeze,wgEncodeEH001582,SL2455,good,wgEncodeAwgTfbsHaibK562Taf1V0416101UniPk,narrowPeak,30c82148650dc1934470db64e7967c14,306K
239,wgEncodeAwgTfbsHaibK562Taf7sc101167V0416101UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,TAF7_(SC-101167),,ENCODEMar2012Freeze,wgEncodeEH001654,SL2455,good,wgEncodeAwgTfbsHaibK562Taf7sc101167V0416101UniPk,narrowPeak,5b656a4a8addedba07028203b9f63d8c,68K
240,wgEncodeAwgTfbsHaibK562Tead4sc101184V0422111UniPk,wgEncode,HudsonAlpha,wgEncodeAwgTfbsUniform,ChipSeq,Peaks,K562,None,TEAD4_(SC-101184),,ENCODEMar2012Freeze,wgEncodeEH002333,SL6023,good,wgEncodeAwgTfbsHaibK562Tead4sc101184V0422111UniPk,narrowPeak,62ed1fb83907fbb9d4dbdd76ecb94f31,609K
